Codigo,Area,Quartos,Banheiros,Suites,Vagas,Condominio,Endereco,IPTU,Titulo,Preco
414,80m2,2,1,0,0,230,"Avenida Olegário Maciel, 2123",148,apartamento para alugar no lourdes,R$ 1.600
415,265m2,4,4,3,5,2.085,"Rua Engenheiro Walter Kurrle, 12",1.432,apartamento para alugar no belvedere,R$ 11.000
416,65m2,3,1,0,1,150,"Avenida José Cleto, 1811",61,apartamento para alugar no palmares,R$ 1.000
417,165m2,4,3,1,2,975,"Rua Tomé De Souza, 432",369,apartamento para alugar no funcionarios,R$ 3.500
422,70m2,3,2,1,1,250,"Rua Rubens Carvalho De Andrade, 64",75,apartamento para alugar no buritis,R$ 1.200
424,75m2,3,1,0,1,250,"Rua Genoveva De Souza, 794",28,apartamento para alugar no sagrada familia,R$ 1.200
426,160m2,4,2,1,1,1.079,"Rua João Clapp, 16",165,apartamento para alugar no cidade jardim,R$ 1.800
428,130m2,3,2,1,2,341,"Rua Do Ouro, 1353",188,apartamento para alugar no serra,R$ 1.800
429,105m2,3,2,1,2,650,"Rua Da Groenlândia, 401",241,apartamento para alugar no sion,R$ 2.500
431,150m2,3,2,1,2,480,"Rua Felipe Dos Santos, 667",267,apartamento para alugar no lourdes,R$ 2.500
432,80m2,2,2,1,1,341,"Rua Abre Campo, 496",133,apartamento para alugar no santo antonio,R$ 1.300
433,40m2,1,1,0,1,900,"Avenida Getúlio Vargas, 286",115,apartamento para alugar no funcionarios,R$ 1.200
434,66m2,3,2,1,2,254,"Rua Aníbal Benévolo, 92",139,apartamento para alugar no santa efigenia,R$ 2.100
435,120m2,4,2,1,3,950,"Rua Vinícius De Morais, 83",347,apartamento para alugar no luxemburgo,R$ 1.500
436,40m2,1,1,0,1,520,"Rua Avenida Do Contorno, 8088",95,apartamento para alugar no santo agostinho,R$ 1.100
437,40m2,1,1,0,1,437,"Rua Alagoas, 581",N/D,apartamento para alugar no funcionarios,R$ 2.300
438,45m2,1,1,0,1,N/D,"Rua Trifana, 267",N/D,apartamento para alugar no serra,R$ 1.700
439,68m2,1,1,0,1,200,"Rua Penafiel, 320",117,apartamento para alugar no anchieta,R$ 1.750
440,55m2,1,1,0,1,484,"Rua Santa Maria Do Itabira, 200",160,apartamento para alugar no sion,R$ 1.500
443,70m2,2,2,1,2,470,"Rua André Fernandes, 100",162,apartamento para alugar no nova suíssa,R$ 1.900
444,50m2,2,1,0,1,140,"Rua Francisco Bicalho, 2320",61,apartamento para alugar no caicara,R$ 700
445,140m2,4,2,1,2,300,"Rua Doutor Sette Câmara, 432",179,apartamento para alugar no luxemburgo,R$ 1.600
447,160m2,4,2,1,1,280,"Rua Veraldo Lambertucci, 128",148,apartamento para alugar no sao lucas,R$ 1.800
448,40m2,1,1,0,0,571,"Rua São Paulo, 1654",122,apartamento para alugar no lourdes,R$ 1.200
449,50m2,1,1,0,0,600,"Rua Bernardo Guimarães, 1298",112,apartamento para alugar no funcionarios,R$ 1.000
450,70m2,2,2,1,0,670,"Rua São Paulo, 1238",256,apartamento para alugar no lourdes,R$ 2.300
451,70m2,3,1,0,1,250,"Rua França, 52",N/D,apartamento para alugar no nova granada,R$ 1.000
452,48m2,1,1,0,0,282,"Rua Mato Grosso, 755",101,apartamento para alugar no santo agostinho,R$ 1.400
454,205m2,4,4,2,3,1.800,"Rua Palmira, 354",525,apartamento para alugar no serra,R$ 3.900
455,150m2,4,3,1,2,1.800,"Rua Antônio Aleixo, 82",473,apartamento para alugar no lourdes,R$ 2.400
456,120m2,3,2,1,1,368,"Rua Tompson Flores, 160",104,apartamento para alugar no gutierrez,R$ 1.200
458,75m2,2,1,0,1,250,"Rua Júlio Pereira Da Silva, 350",113,apartamento para alugar no cidade nova,R$ 1.300
462,80m2,3,2,1,1,220,"Rua Santa Marta, 600",86,apartamento para alugar no sagrada familia,R$ 1.200
463,70m2,2,2,1,1,190,"Rua Conde Ribeiro Do Vale, 755",94,apartamento para alugar no sagrada familia,R$ 1.100
466,80m2,3,2,1,0,215,"Rua Begônia, 413",99,apartamento para alugar no esplanada,R$ 1.100
467,90m2,3,2,1,3,788,"Rua Carlos Turner, 220",217,apartamento para alugar no silveira,R$ 2.500
468,85m2,2,2,1,2,274,"Rua Jorge Angel Livraga, 154",200,apartamento para alugar no palmares,R$ 1.700
469,75m2,3,2,1,1,250,"Rua Luther King, 260",127,apartamento para alugar no cidade nova,R$ 1.200
470,55m2,2,1,0,1,200,"Rua Imbaré, 56",74,apartamento para alugar no guarani,R$ 1.100
471,75m2,3,2,0,1,200,"Rua Antônio Torres, 126",57,apartamento para alugar no sagrada familia,R$ 900
473,55m2,2,1,0,1,250,"Rua Manuel Caillaux, 130",76,apartamento para alugar no horto,R$ 900
474,95m2,3,2,1,2,340,"Rua Deputado Bernardino De Sena Figueiredo, 441",167,apartamento para alugar no cidade nova,R$ 1.800
478,55m2,2,1,0,1,103,"Rua Coronel Praes, 319",30,apartamento para alugar no sagrada familia,R$ 900
481,100m2,3,2,1,2,300,"Rua Paulo Piedade Campos, 290",94,apartamento para alugar no estoril,R$ 1.500
483,100m2,3,2,1,2,900,"Rua Vitório Magnavacca, 311",145,apartamento para alugar no buritis,R$ 1.800
484,100m2,3,2,1,2,350,"Rua Engenheiro Godofredo Dos Santos, 93",108,apartamento para alugar no buritis,R$ 1.400
485,90m2,3,2,1,2,340,"Rua Ernani Agricola, 699",162,apartamento para alugar no buritis,R$ 1.450
487,45m2,1,1,1,1,556,"Rua Pernambuco, 439",172,apartamento para alugar no funcionarios,R$ 1.300
488,100m2,2,2,1,0,275,"Rua Dos Caetés, 745",92,apartamento para alugar no centro,R$ 2.000
489,100m2,3,1,0,0,256,"Rua Ceará, 721",173,apartamento para alugar no santa efigenia,R$ 1.700
491,80m2,3,2,1,2,490,"Rua Virgílio José Batista, 71",151,apartamento para alugar no buritis,R$ 1.600
492,210m2,4,4,3,4,1.795,"Rua Boa Esperança, 170",997,apartamento para alugar no sion,R$ 9.500
493,172m2,4,3,1,2,875,"Avenida álvares Cabral, 1155",381,apartamento para alugar no lourdes,R$ 4.300
494,180m2,4,3,1,2,850,"Rua Padre Rossini Cândido, 385",217,apartamento para alugar no coracao eucaristico,R$ 2.900
497,80m2,2,2,1,1,325,"Rua Nascimento Gurgel, 750",121,apartamento para alugar no gutierrez,R$ 1.500
498,45m2,1,1,0,1,495,"Rua Nunes Vieira, 48",N/D,apartamento para alugar no santo antonio,R$ 1.600
499,85m2,3,2,1,0,337,"Rua Cristina, 292",120,apartamento para alugar no sion,R$ 1.200
502,100m2,3,2,1,2,448,"Rua República Argentina, 47",261,apartamento para alugar no sion,R$ 2.200
503,70m2,2,2,1,1,554,"Rua Caetano Dias, 41",161,apartamento para alugar no serra,R$ 1.600
504,100m2,3,2,1,2,715,"Rua Da Groenlândia, 375",227,apartamento para alugar no sion,R$ 2.200
505,55m2,2,1,0,1,319,"Avenida José Cleto, 291",73,apartamento para alugar no palmares,R$ 1.100
506,42m2,1,1,0,1,290,"Rua São Paulo, 1091",N/D,apartamento para alugar no lourdes,R$ 1.665
509,85m2,2,2,1,2,500,"Rua Professor Otto Cirne, 81",256,apartamento para alugar no luxemburgo,R$ 1.900
511,60m2,1,2,1,2,300,"Rua Da Fonte, 46",108,apartamento para alugar no vila da serra,R$ 2.000
512,120m2,3,2,1,2,630,"Rua Califórnia, 955",208,apartamento para alugar no sion,R$ 2.500
513,85m2,3,2,1,2,290,"Rua Castelo De Windsor, 91",111,apartamento para alugar no castelo,R$ 1.400
514,75m2,2,1,0,1,490,"Rua Tabelião Ferreira De Carvalho, 261",113,apartamento para alugar no cidade nova,R$ 990
515,170m2,4,2,1,3,1.390,"Rua Patagônia, 570",271,apartamento para alugar no sion,R$ 3.000
516,50m2,2,1,0,1,140,"Rua Inácio Murta, 67",29,apartamento para alugar no santa amelia,R$ 800
517,90m2,3,1,0,0,497,"Rua Da Bahia, 486",89,apartamento para alugar no centro,R$ 1.400
518,85m2,2,2,1,1,397,"Rua Guilherme De Almeida, 416",111,apartamento para alugar no santo antonio,R$ 1.500
519,80m2,3,2,1,2,385,"Rua Anita Garibaldi, 71",124,apartamento para alugar no gutierrez,R$ 1.600
520,85m2,3,1,0,1,250,"Rua Marechal Bitencourt, 348",N/D,apartamento para alugar no gutierrez,R$ 1.500
521,65m2,2,1,0,0,180,"Rua Maria Heilbuth Surette, 1399",79,apartamento para alugar no buritis,R$ 1.000
522,100m2,3,2,1,1,586,"Rua Donato Da Fonseca, 810",163,apartamento para alugar no cidade jardim,R$ 1.500
523,55m2,2,1,0,1,160,"Rua Pouso Alegre, 111",69,apartamento para alugar no floresta,R$ 900
527,83m2,3,2,1,3,880,"Rua Américo Scott, 63",N/D,apartamento para alugar no serra,R$ 2.900
528,95m2,3,2,1,2,170,"Rua Amapá, 471",113,apartamento para alugar no serra,R$ 1.600
529,135m2,4,2,1,2,700,"Rua Buenos Aires, 411",204,apartamento para alugar no sion,R$ 3.100
531,38m2,1,1,1,0,220,"Rua São Paulo, 351",55,apartamento para alugar no centro,R$ 1.000
533,140m2,4,3,2,3,900,"Rua Tito Guimarães, 128",311,apartamento para alugar no buritis,R$ 2.500
534,70m2,2,2,1,2,327,"Rua Maria Heilbuth Surette, 447",88,apartamento para alugar no buritis,R$ 1.450
535,130m2,4,3,1,2,831,"Praça Marino Mendes Campos, 12",358,apartamento para alugar no anchieta,R$ 2.500
537,100m2,3,2,1,2,260,"Rua Dezoito De Julho, 600",143,apartamento para alugar no ipiranga,R$ 1.300
538,130m2,3,1,1,2,1.000,"Rua Major Lopes, 636",355,apartamento para alugar no sao pedro,R$ 2.800
539,270m2,4,4,2,4,2.500,"Rua Maestro Arthur Bosmans, 23",1.171,apartamento para alugar no belvedere,R$ 5.000
540,75m2,3,2,1,2,755,"Rua Fidélis Martins, 90",193,apartamento para alugar no buritis,R$ 1.800
542,65m2,2,2,1,2,290,"Rua Democrata, 300",100,apartamento para alugar no fernao dias,R$ 1.200
543,70m2,2,1,0,1,400,"Rua Professor Aníbal Mattos, 290",124,apartamento para alugar no santo antonio,R$ 1.200
544,80m2,2,3,1,2,370,"Rua Estácio De Sá, 505",262,apartamento para alugar no gutierrez,R$ 2.400
545,95m2,3,1,0,1,150,"Rua Catete, 708",69,apartamento para alugar no barroca,R$ 1.200
546,85m2,3,2,1,2,591,"Rua Cordelina Silveira Matos, 11",89,apartamento para alugar no estoril,R$ 1.200
547,95m2,3,2,1,2,600,"Rua Rio De Janeiro, 2020",329,apartamento para alugar no lourdes,R$ 2.300
549,80m2,2,2,1,1,354,"Rua Leopoldina, 806",116,apartamento para alugar no santo antonio,R$ 1.400
551,85m2,3,2,1,2,390,"Rua São Claret, 481",120,apartamento para alugar no silveira,R$ 1.650
552,150m2,4,2,1,2,826,"Avenida Professor Cândido Holanda, 70",206,apartamento para alugar no sao bento,R$ 2.400
553,85m2,3,2,1,1,240,"Rua Expedicionário Antônio Nascimento, 68",113,apartamento para alugar no palmares,R$ 1.200
555,60m2,2,2,1,1,496,"Rua Engenheiro Godofredo Dos Santos, 104",79,apartamento para alugar no estoril,R$ 990
556,55m2,1,1,0,1,484,"Rua Santa Maria Do Itabira, 200",161,apartamento para alugar no sion,R$ 1.350
558,85m2,3,1,0,1,450,"Avenida Cristiano Machado, 1400",78,apartamento para alugar no sagrada familia,R$ 1.200
559,87m2,3,2,1,2,524,"Rua Coronel Jairo Pereira, 855",164,apartamento para alugar no palmares,R$ 1.800
560,55m2,2,1,0,1,143,"Avenida José Cleto, 545",60,apartamento para alugar no palmares,R$ 1.200
561,82m2,3,2,1,2,650,"Rua Horta Barbosa, 330",N/D,apartamento para alugar no nova floresta,R$ 1.800
562,60m2,2,2,1,2,406,"Rua Pouso Alegre, 2029",138,apartamento para alugar no floresta,R$ 1.300
563,123m2,3,3,1,2,450,"Rua Professor Amedee Peret, 306",245,apartamento para alugar no cidade nova,R$ 2.200
564,90m2,3,2,1,1,316,"Rua Itacoatiara, 270",111,apartamento para alugar no sagrada familia,R$ 1.300
565,130m2,3,2,1,2,435,"Rua Marechal Bitencourt, 1161",200,apartamento para alugar no gutierrez,R$ 2.800
566,55m2,2,1,0,0,280,"Avenida Joaquim José Diniz, 20",103,apartamento para alugar no fernao dias,R$ 1.000
567,80m2,3,1,0,0,310,"Rua Padre Francisco Arantes, 151",100,apartamento para alugar no vila paris,R$ 1.200
569,60m2,2,1,0,1,370,"Avenida Do Contorno, 2250",97,apartamento para alugar no floresta,R$ 1.100
570,55m2,2,1,0,1,123,"Avenida Portugal, 5335",60,apartamento para alugar no itapoa,R$ 750
572,80m2,3,2,1,1,680,"Rua Alberto Cintra, 460",139,apartamento para alugar no cidade nova,R$ 2.000
573,170m2,4,2,1,1,1.355,"Rua Professor Estevão Pinto, 680",195,apartamento para alugar no serra,R$ 2.600
574,65m2,2,1,0,1,477,"Rua Rio Grande Do Norte, 619",173,apartamento para alugar no funcionarios,R$ 1.600
575,95m2,3,2,1,1,800,"Rua Santa Catarina, 883",233,apartamento para alugar no lourdes,R$ 1.600
576,90m2,3,3,1,2,693,"Rua Dona Cecília, 261",334,apartamento para alugar no serra,R$ 2.800
577,85m2,3,2,1,2,N/D,"Rua Conde Ribeiro Do Vale, 165",N/D,apartamento para alugar no sagrada familia,R$ 1.700
578,65m2,2,1,0,1,285,"Rua João Carlos, 869",94,apartamento para alugar no horto,R$ 1.000
579,264m2,4,4,2,4,2.950,"Avenida Das Constelações, 725",160,apartamento para alugar no vale dos cristais,R$ 8.000
580,105m2,3,3,1,2,1.520,"Rua Das Cores, 700",100,apartamento para alugar no vale dos cristais,R$ 3.300
581,85m2,3,2,1,2,636,"Rua Maria Heilbuth Surette, 1193",211,apartamento para alugar no buritis,R$ 1.600
582,100m2,3,2,1,2,220,"Rua Andaluzita, 68",371,apartamento para alugar no sion,R$ 2.200
584,80m2,3,2,1,1,400,"Rua João De Freitas, 56",145,apartamento para alugar no santo antonio,R$ 1.500
